Expr Log Ratio,Expr False Discovery Rate (q-value),ID,Flags,Symbol,Entrez Gene Name,Location,Type(s),Drug(s)
0.138,0.4,Hnf4a, ,HNF4A,hepatocyte nuclear factor 4 alpha,Nucleus,transcription regulator, 
-0.064,0.954,Hnf4g, ,HNF4G,hepatocyte nuclear factor 4 gamma,Nucleus,transcription regulator, 
-0.288,0.902,Hnmt, ,HNMT,histamine N-methyltransferase,Cytoplasm,enzyme, 
0.297,0.0681,Hnrnpa0, ,HNRNPA0,heterogeneous nuclear ribonucleoprotein A0,Nucleus,other, 
-0.002,0.998,Hnrnpa1, ,Hnrnpa1,heterogeneous nuclear ribonucleoprotein A1,Nucleus,other, 
0.237,0.186,Hnrnpa2b1, ,HNRNPA2B1,heterogeneous nuclear ribonucleoprotein A2/B1,Nucleus,other, 
0.257,0.175,Hnrnpa3, ,Hnrnpa3,heterogeneous nuclear ribonucleoprotein A3,Nucleus,transporter, 
0.273,0.0547,Hnrnpab, ,HNRNPAB,heterogeneous nuclear ribonucleoprotein A/B,Nucleus,enzyme, 
0.222,0.249,Hnrnpc, ,HNRNPC,heterogeneous nuclear ribonucleoprotein C (C1/C2),Nucleus,other, 
-0.11,0.857,Hnrnpd, ,HNRNPD,heterogeneous nuclear ribonucleoprotein D,Nucleus,transcription regulator, 
0.187,0.485,Hnrnpf, ,HNRNPF,heterogeneous nuclear ribonucleoprotein F,Nucleus,other, 
-0.035,0.96,Hnrnph1, ,HNRNPH1,heterogeneous nuclear ribonucleoprotein H1,Nucleus,other, 
0.066,0.924,Hnrnph2, ,HNRNPH2,heterogeneous nuclear ribonucleoprotein H2,Nucleus,other, 
0.096,0.933,Hnrnph3, ,HNRNPH3,heterogeneous nuclear ribonucleoprotein H3,Nucleus,other, 
-0.014,0.985,Hnrnpk, ,HNRNPK,heterogeneous nuclear ribonucleoprotein K,Nucleus,transcription regulator, 
0.016,0.982,Hnrnpl, ,HNRNPL,heterogeneous nuclear ribonucleoprotein L,Nucleus,other, 
0.158,0.523,Hnrnpm, ,HNRNPM,heterogeneous nuclear ribonucleoprotein M,Nucleus,other, 
-0.009,0.99,Hnrnpr, ,HNRNPR,heterogeneous nuclear ribonucleoprotein R,Nucleus,other, 
0.124,0.771,Hnrnpu, ,HNRNPU,heterogeneous nuclear ribonucleoprotein U,Nucleus,transporter, 
0.17,0.386,Hnrnpul1, ,HNRNPUL1,heterogeneous nuclear ribonucleoprotein U like 1,Nucleus,other, 
0.066,0.926,Hnrnpul2, ,HNRNPUL2,heterogeneous nuclear ribonucleoprotein U like 2,Nucleus,other, 
1.379,0.0244,Hoga1, ,HOGA1,4-hydroxy-2-oxoglutarate aldolase 1,Cytoplasm,enzyme, 
-0.239,0.211,Homer1, ,HOMER1,homer scaffolding protein 1,Plasma Membrane,other, 
-0.102,0.804,Homer2, ,HOMER2,homer scaffolding protein 2,Plasma Membrane,other, 
-0.502,0.399,Homer3, ,HOMER3,homer scaffolding protein 3,Plasma Membrane,other, 
-0.18,0.714,Homez, ,HOMEZ,homeobox and leucine zipper encoding,Nucleus,transcription regulator, 
0.222,0.527,Hook1, ,HOOK1,hook microtubule tethering protein 1,Cytoplasm,other, 
-0.024,0.964,Hook2, ,HOOK2,hook microtubule tethering protein 2,Cytoplasm,other, 
-0.157,0.619,Hook3, ,HOOK3,hook microtubule tethering protein 3,Cytoplasm,other, 
0.08,0.891,Hopx, ,HOPX,HOP homeobox,Nucleus,transcription regulator, 
-1.673, ,Hormad1, ,HORMAD1,HORMA domain containing 1,Nucleus,other, 
-2.476, ,Hormad2, ,HORMAD2,HORMA domain containing 2,Nucleus,other, 
 , ,Hoxa1, ,HOXA1,homeobox A1,Nucleus,transcription regulator, 
1.31,0.618,Hoxa10, ,HOXA10,homeobox A10,Nucleus,transcription regulator, 
0.459, ,Hoxa11, ,HOXA11,homeobox A11,Nucleus,transcription regulator, 
0.459, ,Hoxa13, ,HOXA13,homeobox A13,Nucleus,transcription regulator, 
0.862,0.708,Hoxa2, ,HOXA2,homeobox A2,Nucleus,transcription regulator, 
1.228,0.0291,Hoxa3, ,HOXA3,homeobox A3,Nucleus,transcription regulator, 
0.962,0.65,Hoxa4, ,HOXA4,homeobox A4,Nucleus,transcription regulator, 
1.365,0.585,Hoxa5, ,HOXA5,homeobox A5,Nucleus,transcription regulator, 
0.323,0.966,Hoxa6, ,HOXA6,homeobox A6,Nucleus,transcription regulator, 
0.804,0.729,Hoxa7, ,HOXA7,homeobox A7,Nucleus,transcription regulator, 
0.013,0.997,Hoxa9, ,HOXA9,homeobox A9,Nucleus,transcription regulator, 
-0.263, ,Hoxb1, ,HOXB1,homeobox B1,Nucleus,transcription regulator, 
1.113, ,Hoxb13, ,HOXB13,homeobox B13,Nucleus,transcription regulator, 
-1.013, ,Hoxb2, ,HOXB2,homeobox B2,Nucleus,transcription regulator, 
0.716,0.818,Hoxb3, ,HOXB3,homeobox B3,Nucleus,transcription regulator, 
0.185,0.935,Hoxb4, ,HOXB4,homeobox B4,Nucleus,transcription regulator, 
0.795,0.868,Hoxb5, ,HOXB5,homeobox B5,Nucleus,transcription regulator, 
0.38,0.881,Hoxb6, ,HOXB6,homeobox B6,Nucleus,transcription regulator, 
0.419,0.9,Hoxb7, ,HOXB7,homeobox B7,Nucleus,transcription regulator, 
0.981,0.827,Hoxb8, ,HOXB8,homeobox B8,Nucleus,transcription regulator, 
1.019,0.413,Hoxb9, ,HOXB9,homeobox B9,Nucleus,transcription regulator, 
 , ,Hoxc10, ,HOXC10,homeobox C10,Nucleus,transcription regulator, 
-0.984, ,Hoxc11, ,HOXC11,homeobox C11,Nucleus,transcription regulator, 
-0.263, ,Hoxc12, ,HOXC12,homeobox C12,Nucleus,transcription regulator, 
-0.984, ,Hoxc13, ,HOXC13,homeobox C13,Nucleus,transcription regulator, 
-2.313, ,Hoxc4, ,HOXC4,homeobox C4,Nucleus,transcription regulator, 
-1.278, ,Hoxc5, ,HOXC5,homeobox C5,Nucleus,transcription regulator, 
0.575, ,Hoxc6, ,HOXC6,homeobox C6,Nucleus,transcription regulator, 
-0.263, ,Hoxc8, ,HOXC8,homeobox C8,Nucleus,transcription regulator, 
-0.984, ,Hoxc9, ,HOXC9,homeobox C9,Nucleus,transcription regulator, 
-0.984, ,Hoxd1, ,HOXD1,homeobox D1,Nucleus,transcription regulator, 
-0.984, ,Hoxd10, ,HOXD10,homeobox D10,Nucleus,transcription regulator, 
-0.984, ,Hoxd11, ,HOXD11,homeobox D11,Nucleus,transcription regulator, 
1.816, ,Hoxd12, ,HOXD12,homeobox D12,Nucleus,transcription regulator, 
 , ,Hoxd13, ,HOXD13,homeobox D13,Nucleus,transcription regulator, 
-1.479, ,Hoxd3, ,HOXD3,homeobox D3,Nucleus,transcription regulator, 
-0.608,0.901,Hoxd4, ,HOXD4,homeobox D4,Nucleus,transcription regulator, 
-0.263, ,Hoxd8, ,HOXD8,homeobox D8,Nucleus,transcription regulator, 
0.459, ,Hoxd9, ,HOXD9,homeobox D9,Nucleus,transcription regulator, 
0.04,0.996,Hp, ,HP,haptoglobin,Extracellular Space,peptidase, 
-0.038,0.938,Hp1bp3, ,HP1BP3,heterochromatin protein 1 binding protein 3,Nucleus,other, 
0.337,0.47,Hpca, ,HPCA,hippocalcin,Cytoplasm,other, 
0.258,0.487,Hpcal1, ,HPCAL1,hippocalcin like 1,Cytoplasm,other, 
0.459, ,Hpcal4, ,HPCAL4,hippocalcin like 4,Other,transporter, 
-0.098,0.9,Hpd, ,HPD,4-hydroxyphenylpyruvate dioxygenase,Cytoplasm,enzyme,nitisinone
0.066,0.952,Hpdl, ,HPDL,4-hydroxyphenylpyruvate dioxygenase like,Other,other, 
-0.523,0.016,Hpgd, ,HPGD,15-hydroxyprostaglandin dehydrogenase,Cytoplasm,enzyme, 
-0.109,0.924,Hpgds, ,HPGDS,hematopoietic prostaglandin D synthase,Cytoplasm,enzyme, 
-1.273,0.0225,Hpn, ,HPN,hepsin,Plasma Membrane,peptidase, 
0.083,0.875,Hprt, ,HPRT1,hypoxanthine phosphoribosyltransferase 1,Cytoplasm,enzyme,"6-mercaptopurine, thioguanine, azathioprine, cyclophosphamide/cytarabine/6-mercaptopurine, 6-mercaptopurine/prednisone, 6-mercaptopurine/prednisone/thioguanine, 6-mercaptopurine/methotrexate/tretinoin"
0.076,0.929,Hps1, ,HPS1,"HPS1, biogenesis of lysosomal organelles complex 3 subunit 1",Cytoplasm,other, 
-0.168,0.585,Hps3, ,HPS3,"HPS3, biogenesis of lysosomal organelles complex 2 subunit 1",Cytoplasm,other, 
-0.086,0.915,Hps4, ,HPS4,"HPS4, biogenesis of lysosomal organelles complex 3 subunit 2",Cytoplasm,other, 
-0.016,0.976,Hps5, ,HPS5,"HPS5, biogenesis of lysosomal organelles complex 2 subunit 2",Cytoplasm,other, 
-0.129,0.843,Hps6, ,HPS6,"HPS6, biogenesis of lysosomal organelles complex 2 subunit 3",Cytoplasm,other, 
-0.122,0.805,Hpse, ,HPSE,heparanase,Plasma Membrane,enzyme,"2-O,3-O-desulfated heparin, PG 545, roneparstat, heparanase inhibitor PI-88"
0.872, ,Hpse2, ,HPSE2,heparanase 2 (inactive),Plasma Membrane,enzyme, 
0.537, ,Hpx, ,HPX,hemopexin,Extracellular Space,transporter, 
0.286,0.526,Hr, ,HR,"HR, lysine demethylase and nuclear receptor corepressor",Nucleus,transcription regulator, 
 , ,Hrasls, ,HRASLS,HRAS like suppressor,Cytoplasm,enzyme, 
1.692, ,Hrasls5, ,HRASLS5,HRAS like suppressor family member 5,Other,enzyme, 
0.09,0.975,Hrc, ,Hrc,histidine rich calcium binding protein,Cytoplasm,other, 
0.459, ,Hrct1, ,Hrct1,histidine rich carboxyl terminus 1,Other,other, 
-0.833, ,Hrg, ,Hrg,histidine-rich glycoprotein,Cytoplasm,other, 
-0.196,0.915,Hrh1, ,HRH1,histamine receptor H1,Plasma Membrane,G-protein coupled receptor,"paliperidone, risperidone, antazoline/naphazoline, antazoline, dexbrompheniramine, acetaminophen/clemastine/pseudoephedrine, acetaminophen/dexbrompheniramine/pseudoephedrine, dexbrompheniramine/pseudoephedrine, chlorpheniramine/ibuprofen/pseudoephedrine, cetirizine/pseudoephedrine, asenapine, bilastine, doxylamine, cinnarizine, trimeprazine, tripelennamine, mequitazine, desmethylazelastine, dimetindene, chlorcyclizine, cariprazine, levocetirizine, bepotastine, opipramol, alcaftadine, paliperidone palmitate, chlorpheniramine/ibuprofen/phenylephrine, diphenylpyraline, azelastine/fluticasone propionate, chlorpheniramine/hydrocodone, chloropyramine, fexofenadine/pseudoephedrine, codeine/promethazine, loratadine/pseudoephedrine, chloropromazine, cetirizine, levocabastine, terfenadine, promethazine, chlorpheniramine, astemizole, diphenhydramine/ibuprofen, dexamethasone/olanzapine, tesmilifene, triprolidine, azelastine, diphenhydramine, doxepin, betahistine, fexofenadine, cyproheptadine, orphenadrine, fluoxetine/olanzapine, aspirin/caffeine/orphenadrine, clemastine, chlorpheniramine/methscopolamine/phenylephrine, loxapine, acetaminophen/diphenhydramine/prednisolone, acetaminophen/diphenhydramine/methylprednisolone, cimetidine/dexamethasone/diphenhydramine, dexamethasone/diphenhydramine/ranitidine, acetaminophen/diphenhydramine, acetaminophen/cetirizine/prednisolone, dexchlorpheniramine, propiomazine, epinastine, quetiapine, ketotifen, olanzapine, emedastine, hydroxyzine, olopatadine, mirtazapine, desloratadine, loratadine, ziprasidone, aripiprazole, pyrilamine, meclizine, pheniramine, carbinoxamine, chlorpheniramine/phenylpropanolamine, desloratadine/pseudoephedrine, phenylephrine/pyrilamine, chlorpheniramine/hydrocodone/phenylephrine, pheniramine/phenyltoloxamine/pyrilamine, buclizine, bromodiphenhydramine/codeine, acrivastine/pseudoephedrine, chlorpheniramine/phenylephrine/pyrilamine, carbinoxamine/pseudoephedrine, hydrocodone/phenylephrine/pyrilamine, acetaminophen/caffeine/chlorpheniramine/hydrocodone/phenylephrine, brompheniramine/codeine/phenylpropanolamine, pseudoephedrine/triprolidine, chlorpheniramine/phenylephrine/phenyltoloxamine, acrivastine, codeine/pseudoephedrine/triprolidine, benzquinamide, meperidine/promethazine, brompheniramine/dextromethorphan/pseudoephedrine, azatadine, codeine/phenylephrine/promethazine, chlorpheniramine/dextromethorphan/phenylephrine, diphenhydramine/phenylephrine, chlorpheniramine/hydrocodone/pseudoephedrine, brompheniramine, azatadine/pseudoephedrine, bromodiphenhydramine, carbinoxamine/dextromethorphan/pseudoephedrine, phenylephrine/promethazine, chlorpheniramine/codeine, dextromethorphan/promethazine, phenyltoloxamine"
2.174,0.52,Hrh2, ,HRH2,histamine receptor H2,Plasma Membrane,G-protein coupled receptor,"asenapine, famotidine/ibuprofen, cimetidine, famotidine, tesmilifene, triprolidine, doxepin, ranitidine, methantheline, cimetidine/dexamethasone/diphenhydramine, dexamethasone/diphenhydramine/ranitidine, metiamide, epinastine, nizatidine, buclizine"
0.947,0.565,Hrh3, ,HRH3,histamine receptor H3,Plasma Membrane,G-protein coupled receptor,"pitolisant, GSK239512, tesmilifene, triprolidine, betahistine, buclizine"
0.459, ,Hrh4, ,HRH4,histamine receptor H4,Plasma Membrane,G-protein coupled receptor,"tesmilifene, triprolidine, buclizine"
-0.263, ,Hrk, ,Hrk,"harakiri, BCL2 interacting protein (contains only BH3 domain)",Cytoplasm,other, 
 , ,Hrnr, ,Hrnr,hornerin,Cytoplasm,other, 
0.472,0.102,Hs1bp3, ,HS1BP3,HCLS1 binding protein 3,Other,other, 
-0.023,0.975,Hs2st1, ,HS2ST1,heparan sulfate 2-O-sulfotransferase 1,Cytoplasm,enzyme, 
-0.071,0.966,Hs3st1, ,HS3ST1,heparan sulfate-glucosamine 3-sulfotransferase 1,Cytoplasm,enzyme, 
 , ,Hs3st2, ,HS3ST2,heparan sulfate-glucosamine 3-sulfotransferase 2,Cytoplasm,enzyme, 
0.155, ,Hs3st3a1, ,HS3ST3A1,heparan sulfate-glucosamine 3-sulfotransferase 3A1,Cytoplasm,enzyme, 
0.373,0.633,Hs3st3b1, ,HS3ST3B1,heparan sulfate-glucosamine 3-sulfotransferase 3B1,Cytoplasm,enzyme, 
 , ,Hs3st4, ,HS3ST4,heparan sulfate-glucosamine 3-sulfotransferase 4,Cytoplasm,enzyme, 
-1.017,0.815,Hs3st5, ,HS3ST5,heparan sulfate-glucosamine 3-sulfotransferase 5,Cytoplasm,enzyme, 
1.614, ,Hs3st6, ,HS3ST6,heparan sulfate-glucosamine 3-sulfotransferase 6,Cytoplasm,enzyme, 
0.043,0.96,Hs6st1, ,HS6ST1,heparan sulfate 6-O-sulfotransferase 1,Plasma Membrane,enzyme, 
-0.68,0.775,Hs6st2, ,HS6ST2,heparan sulfate 6-O-sulfotransferase 2,Plasma Membrane,enzyme, 
 , ,Hs6st3, ,HS6ST3,heparan sulfate 6-O-sulfotransferase 3,Other,enzyme, 
0.028,0.967,Hsbp1, ,HSBP1,heat shock factor binding protein 1,Nucleus,other, 
0.114,0.968,Hsbp1l1, ,HSBP1L1,heat shock factor binding protein 1 like 1,Other,other, 
0.065,0.953,Hscb, ,HSCB,HscB mitochondrial iron-sulfur cluster cochaperone,Cytoplasm,other, 
0.341,0.956,Hsd11b1, ,HSD11B1,hydroxysteroid 11-beta dehydrogenase 1,Cytoplasm,enzyme, 
0.242,0.792,Hsd11b2, ,HSD11B2,hydroxysteroid 11-beta dehydrogenase 2,Cytoplasm,enzyme, 
0.513,0.932,Hsd17b1, ,HSD17B1,hydroxysteroid 17-beta dehydrogenase 1,Cytoplasm,enzyme, 
0.029,0.968,Hsd17b10, ,HSD17B10,hydroxysteroid 17-beta dehydrogenase 10,Cytoplasm,enzyme, 
0.178,0.648,Hsd17b11, ,HSD17B11,hydroxysteroid 17-beta dehydrogenase 11,Cytoplasm,enzyme, 
0.046,0.948,Hsd17b12, ,HSD17B12,hydroxysteroid 17-beta dehydrogenase 12,Cytoplasm,enzyme, 
-0.103,0.968,Hsd17b13, ,HSD17B13,hydroxysteroid 17-beta dehydrogenase 13,Extracellular Space,enzyme, 
-0.457,0.915,Hsd17b14, ,HSD17B14,hydroxysteroid 17-beta dehydrogenase 14,Cytoplasm,enzyme, 
-0.389,0.321,Hsd17b2, ,HSD17B2,hydroxysteroid 17-beta dehydrogenase 2,Cytoplasm,enzyme, 
-0.984, ,Hsd17b3, ,HSD17B3,hydroxysteroid 17-beta dehydrogenase 3,Cytoplasm,enzyme, 
-0.125,0.878,Hsd17b4, ,HSD17B4,hydroxysteroid 17-beta dehydrogenase 4,Cytoplasm,enzyme, 
0.077,0.976,Hsd17b6, ,HSD17B6,hydroxysteroid 17-beta dehydrogenase 6,Other,enzyme,3-hydroxysteroid dehydrogenase inhibitor
0.1,0.881,Hsd17b7, ,HSD17B7,hydroxysteroid 17-beta dehydrogenase 7,Cytoplasm,enzyme, 
-0.423,0.734,H2-Ke6, ,HSD17B8,hydroxysteroid 17-beta dehydrogenase 8,Cytoplasm,enzyme, 
-1.302,0.0341,Hsd3b2,D,HSD3B1,"hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 1",Cytoplasm,enzyme,"androstenedione, trilostane"
-0.752,0.167,Hsd3b3,D,HSD3B1,"hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 1",Cytoplasm,enzyme,"androstenedione, trilostane"
0.459, ,Hsd3b6,D,HSD3B1,"hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 1",Cytoplasm,enzyme,"androstenedione, trilostane"
0.589, ,Hsd3b1, ,HSD3B2,"hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 2",Cytoplasm,enzyme,trilostane
 , ,Gm10681, ,Hsd3b4 (includes others),"hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 4",Cytoplasm,enzyme, 
-0.225, ,Gm4450, ,Hsd3b4 (includes others),"hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 4",Cytoplasm,enzyme, 
 , ,Hsd3b4, ,Hsd3b4 (includes others),"hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 4",Cytoplasm,enzyme, 
-1.673, ,Hsd3b5, ,Hsd3b4 (includes others),"hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 4",Cytoplasm,enzyme, 
0.288,0.076,Hsd3b7, ,HSD3B7,"hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 7",Cytoplasm,enzyme, 
-0.083,0.86,Hsdl1, ,HSDL1,hydroxysteroid dehydrogenase like 1,Cytoplasm,enzyme, 
0.313,0.492,Hsdl2, ,Hsdl2,hydroxysteroid dehydrogenase like 2,Cytoplasm,other, 
0.157,0.641,Hsf1, ,HSF1,heat shock transcription factor 1,Nucleus,transcription regulator, 
-0.188,0.724,Hsf2, ,HSF2,heat shock transcription factor 2,Nucleus,transcription regulator, 
-0.318, ,Hsf2bp, ,HSF2BP,heat shock transcription factor 2 binding protein,Cytoplasm,other, 
-0.414,0.634,Hsf3, ,Hsf3,heat shock transcription factor 3,Other,other, 
0.216,0.953,Hsf4, ,HSF4,heat shock transcription factor 4,Nucleus,transcription regulator, 
0.109,0.973,Hsf5, ,HSF5,heat shock transcription factor 5,Other,other, 
0.548, ,Hsfy2, ,HSFY1/HSFY2,"heat shock transcription factor, Y-linked 1",Nucleus,transcription regulator, 
0.071,0.961,Hsh2d, ,HSH2D,hematopoietic SH2 domain containing,Cytoplasm,other, 
0.258,0.51,Hsp90aa1, ,HSP90AA1,heat shock protein 90 alpha family class A member 1,Cytoplasm,enzyme,"alvespimycin, retaspimycin, luminespib, TAS-116, cisplatin"
0.494,0.000939,Hsp90ab1, ,HSP90AB1,heat shock protein 90 alpha family class B member 1,Cytoplasm,enzyme,"alvespimycin, retaspimycin, TAS-116, cisplatin"
0.036,0.966,Hsp90b1, ,HSP90B1,heat shock protein 90 beta family member 1,Cytoplasm,other,"alvespimycin, retaspimycin, cisplatin"
1.17,0.000123,Hspa12a, ,HSPA12A,heat shock protein family A (Hsp70) member 12A,Cytoplasm,other, 
-0.147,0.962,Hspa12b, ,HSPA12B,heat shock protein family A (Hsp70) member 12B,Other,other, 
-0.121,0.816,Hspa13, ,HSPA13,heat shock protein family A (Hsp70) member 13,Cytoplasm,other, 
0.049,0.939,Hspa14, ,HSPA14,heat shock protein family A (Hsp70) member 14,Cytoplasm,peptidase, 
0.551,0.889,Hspa1a, ,HSPA1A/HSPA1B,heat shock protein family A (Hsp70) member 1A,Cytoplasm,enzyme, 
0.901,0.212,Hspa1b, ,Hspa1b,heat shock protein 1B,Cytoplasm,other, 
-0.063,0.983,Hspa1l, ,HSPA1L,heat shock protein family A (Hsp70) member 1 like,Cytoplasm,other, 
1.209,0.0104,Hspa2, ,HSPA2,heat shock protein family A (Hsp70) member 2,Cytoplasm,other, 
0.037,0.964,Hspa4, ,HSPA4,heat shock protein family A (Hsp70) member 4,Cytoplasm,other, 
0.217,0.633,Hspa4l, ,HSPA4L,heat shock protein family A (Hsp70) member 4 like,Cytoplasm,other, 
0.056,0.945,Hspa5, ,HSPA5,heat shock protein family A (Hsp70) member 5,Cytoplasm,enzyme, 
0.124,0.791,Hspa8, ,HSPA8,heat shock protein family A (Hsp70) member 8,Cytoplasm,enzyme, 
0.121,0.781,Hspa9, ,HSPA9,heat shock protein family A (Hsp70) member 9,Cytoplasm,other, 
-0.99, ,Hspb1, ,HSPB1,heat shock protein family B (small) member 1,Cytoplasm,other, 
-0.378,0.534,Hspb11, ,HSPB11,heat shock protein family B (small) member 11,Extracellular Space,other, 
1.044, ,Hspb2, ,HSPB2,heat shock protein family B (small) member 2,Cytoplasm,other, 
 , ,Hspb3, ,HSPB3,heat shock protein family B (small) member 3,Cytoplasm,other, 
-0.09,0.953,Hspb6, ,HSPB6,heat shock protein family B (small) member 6,Cytoplasm,other, 
0.269, ,Hspb7, ,HSPB7,heat shock protein family B (small) member 7,Cytoplasm,other, 
-0.076,0.985,Hspb8, ,HSPB8,heat shock protein family B (small) member 8,Cytoplasm,kinase, 
-0.07,0.985,Hspb9, ,HSPB9,heat shock protein family B (small) member 9,Cytoplasm,other, 
-0.114,0.907,Hspbap1, ,HSPBAP1,HSPB1 associated protein 1,Other,other, 
0.21,0.578,Hspbp1, ,HSPBP1,HSPA (Hsp70) binding protein 1,Cytoplasm,other, 
0.11,0.843,Hspd1, ,HSPD1,heat shock protein family D (Hsp60) member 1,Cytoplasm,enzyme, 
0.137,0.816,Hspe1, ,HSPE1,heat shock protein family E (Hsp10) member 1,Cytoplasm,enzyme, 
-0.248,0.623,Hspg2, ,HSPG2,heparan sulfate proteoglycan 2,Extracellular Space,enzyme, 
0.301,0.433,Hsph1, ,HSPH1,heat shock protein family H (Hsp110) member 1,Cytoplasm,other, 
0.291,0.262,Htatip2, ,HTATIP2,HIV-1 Tat interactive protein 2,Nucleus,transcription regulator, 
-0.055,0.916,Htatsf1, ,HTATSF1,HIV-1 Tat specific factor 1,Nucleus,transcription regulator, 
 , ,Htr1a, ,HTR1A,5-hydroxytryptamine receptor 1A,Plasma Membrane,G-protein coupled receptor,"buspirone, caffeine/ergotamine, bifeprunox, iloperidone, flibanserin, asenapine, naluzotan, psilocybine, SLV-314, cariprazine, naproxen/sumatriptan, thioproperazine, lurasidone, vortioxetine, brexpiprazole, cinitapride, pipothiazine, chloropromazine, vilazodone, trazodone, sumatriptan, doxepin, alprenolol, eletriptan, almotriptan, fenfluramine, quetiapine, nefazodone, xaliproden, ziprasidone, aripiprazole, methysergide, dihydroergotamine, apomorphine, ergotamine, naratriptan, zolmitriptan"
-1.287,0.722,Htr1b, ,HTR1B,5-hydroxytryptamine receptor 1B,Plasma Membrane,G-protein coupled receptor,"caffeine/ergotamine, asenapine, donitriptan, naproxen/sumatriptan, vortioxetine, sumatriptan, eletriptan, frovatriptan, almotriptan, fenfluramine, dihydroergotamine, ergotamine, naratriptan, zolmitriptan, rizatriptan"
-0.489, ,Htr1d, ,HTR1D,5-hydroxytryptamine receptor 1D,Plasma Membrane,G-protein coupled receptor,"caffeine/ergotamine, donitriptan, naproxen/sumatriptan, vortioxetine, sumatriptan, eletriptan, frovatriptan, almotriptan, fenfluramine, ziprasidone, dihydroergotamine, ergotamine, naratriptan, zolmitriptan, rizatriptan"
 , ,Htr1f, ,HTR1F,5-hydroxytryptamine receptor 1F,Plasma Membrane,G-protein coupled receptor,"naproxen/sumatriptan, sumatriptan, eletriptan, almotriptan, fenfluramine, ergotamine, naratriptan, zolmitriptan, rizatriptan"
-0.984, ,Htr2a, ,HTR2A,5-hydroxytryptamine receptor 2A,Plasma Membrane,G-protein coupled receptor,"paliperidone, risperidone, buspirone, caffeine/ergotamine, iloperidone, eplivanserin, blonanserin, flibanserin, asenapine, ocaperidone, abaperidone, psilocybine, nelotanserin, cariprazine, thioproperazine, lurasidone, opipramol, paliperidone palmitate, brexpiprazole, cinitapride, pipothiazine, amitriptyline/ketamine, amitriptyline/melatonin, chloropromazine, trazodone, flupenthixol, cisapride, chlorprothixene, dexamethasone/olanzapine, clozapine, doxepin, desipramine, cyproheptadine, clomipramine, fluoxetine/olanzapine, thiothixene, amitriptyline/perphenazine, loxapine, amitriptyline/chlordiazepoxide, epinastine, fenfluramine, quetiapine, olanzapine, nefazodone, mirtazapine, amitriptyline, cyclobenzaprine, nortriptyline, lisuride, sertindole, ziprasidone, mesoridazine, thioridazine, aripiprazole, methysergide, dihydroergotamine, apomorphine, ergotamine, azatadine"
-0.489,0.175,Htr2b, ,HTR2B,5-hydroxytryptamine receptor 2B,Plasma Membrane,G-protein coupled receptor,"risperidone, buspirone, blonanserin, asenapine, cariprazine, opipramol, brexpiprazole, fenfluramine/phentermine, chlorprothixene, doxepin, clomipramine, eletriptan, triflupromazine, epinastine, fenfluramine, quetiapine, nefazodone, mirtazapine, methysergide, dihydroergotamine, apomorphine, ergotamine"
-1.755, ,Htr2c, ,HTR2C,5-hydroxytryptamine receptor 2C,Plasma Membrane,G-protein coupled receptor,"paliperidone, risperidone, buspirone, caffeine/ergotamine, blonanserin, asenapine, vabicaserin, opipramol, lorcaserin, fenfluramine/phentermine, trazodone, chlorprothixene, dexamethasone/olanzapine, doxepin, cyproheptadine, clomipramine, fluoxetine/olanzapine, epinastine, fenfluramine, quetiapine, olanzapine, nefazodone, mirtazapine, agomelatine, lisuride, sertindole, ziprasidone, aripiprazole, methysergide, dihydroergotamine, apomorphine, ergotamine"
-0.984, ,Htr3a, ,HTR3A,5-hydroxytryptamine receptor 3A,Plasma Membrane,ion channel,"vortioxetine, netupitant/palonosetron, donepezil/memantine, dexamethasone/palonosetron, cisapride, granisetron, aprepitant/dexamethasone/granisetron, aprepitant/dexamethasone/ondansetron, aprepitant/dexamethasone/palonosetron, ondansetron, dexamethasone/granisetron, aprepitant/palonosetron, dexamethasone/ondansetron, memantine, fenfluramine, palonosetron, mirtazapine, alosetron, procaine, D-tubocurarine, ergotamine, dolasetron"
-0.263, ,Htr3b, ,HTR3B,5-hydroxytryptamine receptor 3B,Plasma Membrane,ion channel,"dexamethasone/palonosetron, cisapride, granisetron, aprepitant/dexamethasone/granisetron, aprepitant/dexamethasone/ondansetron, aprepitant/dexamethasone/palonosetron, ondansetron, dexamethasone/granisetron, aprepitant/palonosetron, dexamethasone/ondansetron, fenfluramine, palonosetron, mirtazapine, alosetron, D-tubocurarine, ergotamine, dolasetron"
0.049,0.964,Htr4, ,HTR4,5-hydroxytryptamine receptor 4,Plasma Membrane,G-protein coupled receptor,"PRX-03140, cisapride, prucalopride, renzapride, fenfluramine, tegaserod, ergotamine"
