Igfn1,9830123M21Rik,,,,,,,,,,,,,,,,,,,,,
Ascl5,Ascl5-ps,Gm197,bHLHa47,,,,,,,,,,,,,,,,,,,
Zfp281,Znf281,,,,,,,,,,,,,,,,,,,,,
Zbtb41,8430415N23Rik,9430031N01,9830132G07Rik,AI316857,,,,,,,,,,,,,,,,,,
Gm4845,EG226472,,,,,,,,,,,,,,,,,,,,,
BC003331,1810053E15Rik,Odr4,odr-4,,,,,,,,,,,,,,,,,,,
Smg7,9430023P16Rik,mKIAA0250,,,,,,,,,,,,,,,,,,,,
Nmnat2,AI843915,D030041I09Rik,PNAT1,PNAT2,,,,,,,,,,,,,,,,,,
Lamc1,Lamb2,,,,,,,,,,,,,,,,,,,,,
Rasal2,6530401P13,A330066M24Rik,,,,,,,,,,,,,,,,,,,,
Cryzl2,NA,,,,,,,,,,,,,,,,,,,,,
Dars2,5830468K18Rik,aspRS,,,,,,,,,,,,,,,,,,,,
Klhl20,AI504637,D930050H05Rik,Kleip,mKIAA4210,,,,,,,,,,,,,,,,,,
Aph1a,6530402N02Rik,APH-1a,,,,,,,,,,,,,,,,,,,,
Suco,4732491B11,AI848100,AU016931,Opt,,,,,,,,,,,,,,,,,,
Prrc2c,1810043M20Rik,9630039I18Rik,A630006J20,Bat2d,Bat2d1,Bat2l2,E130112L15Rik,Prrc3,mKIAA1096,,,,,,,,,,,,,
Fmo4,D1Ertd532e,,,,,,,,,,,,,,,,,,,,,
Fmo6,NA,,,,,,,,,,,,,,,,,,,,,
Tiprl,1810011K17Rik,,,,,,,,,,,,,,,,,,,,,
Rcsd1,A430105K13Rik,BC025872,CapZIP,,,,,,,,,,,,,,,,,,,
Gm4846,EG226601,Fmo13,,,,,,,,,,,,,,,,,,,,
Gm4847,EG226604,Fmo12,,,,,,,,,,,,,,,,,,,,
Fam78b,C030014K22Rik,C030020L09Rik,,,,,,,,,,,,,,,,,,,,
Atf6,9130025P16Rik,9630036G24,AA789574,Atf6alpha,ESTM49,,,,,,,,,,,,,,,,,
Ndufs2,CI-49kD,,,,,,,,,,,,,,,,,,,,,
Arhgap30,6030405P05Rik,Gm102,mFLJ00267,,,,,,,,,,,,,,,,,,,
Tstd1,AV065366,EG226654,Gm4848,KAT,,,,,,,,,,,,,,,,,,
Ifi207,AI607873,Pyhin-A,pyhinA,,,,,,,,,,,,,,,,,,,
Ifi205,D3,D3cDNA,Ifi205a,,,,,,,,,,,,,,,,,,,
Becn2,Beclin-2,Gm104,,,,,,,,,,,,,,,,,,,,
Cnst,9630058J23Rik,,,,,,,,,,,,,,,,,,,,,
Ahctf1,6230412P20Rik,AV011447,Elys,,,,,,,,,,,,,,,,,,,
Cdc42bpa,A930014J19Rik,DMPK-like,,,,,,,,,,,,,,,,,,,,
Wdr26,1600024A01Rik,AA693241,AI447817,AU044014,C77982,Gid7,,,,,,,,,,,,,,,,
C130074G19Rik,NA,,,,,,,,,,,,,,,,,,,,,
Mark1,AW491150,B930025N23Rik,Emk3,Par-1c,mKIAA1477,mPar-1c,,,,,,,,,,,,,,,,
Slc30a10,E130106K10Rik,Gm212,,,,,,,,,,,,,,,,,,,,
Lyplal1,BC027340,Q96AVO,,,,,,,,,,,,,,,,,,,,
Kctd3,4930438A20Rik,9330185B06,E330032J19Rik,NY-REN-45,,,,,,,,,,,,,,,,,,
Smyd2,1110020E07Rik,4930402C15,KMT3C,Zmynd14,,,,,,,,,,,,,,,,,,
Vash2,B130052G07Rik,,,,,,,,,,,,,,,,,,,,,
Flvcr1,9630055N22Rik,FLVCR,Mfsd7b,,,,,,,,,,,,,,,,,,,
Ppp2r5a,PR61alpha,,,,,,,,,,,,,,,,,,,,,
Lpgat1,AI649174,AW112037,BC013667,,,,,,,,,,,,,,,,,,,
Hhat,2810432O22Rik,AI462858,AP-2CRE,Skn,Tg(TFAP2A-cre)1Will,,,,,,,,,,,,,,,,,
Sbspon,Gm106,Rpesp,,,,,,,,,,,,,,,,,,,,
Tfap2d,Tcfap2d,,,,,,,,,,,,,,,,,,,,,
Gm4849,EG226901,,,,,,,,,,,,,,,,,,,,,
Kcnq5,7730402H11,9230107O05Rik,AA589396,D1Mgi1,,,,,,,,,,,,,,,,,,
Gm4850,EG226957,,,,,,,,,,,,,,,,,,,,,
Arhgef4,9330140K16Rik,Asef,,,,,,,,,,,,,,,,,,,,
Plekhb2,2310009M15Rik,AU018239,Evt2,Phdc,evt-2,,,,,,,,,,,,,,,,,
Kansl3,4632411B12Rik,4932435K23,AI431067,AI647574,C85723,Kiaa1310,mKIAA1310,,,,,,,,,,,,,,,
Actr1b,2310066K23Rik,AA960180,AI851923,Arp1b,,,,,,,,,,,,,,,,,,
Eif5b,A030003E17Rik,BC018347,IF2,,,,,,,,,,,,,,,,,,,
Slc9a2,2210416H12Rik,4932415O19Rik,AV333884,NHE2,,,,,,,,,,,,,,,,,,
Rpl23a-ps1,EG227054,Gm4851,,,,,,,,,,,,,,,,,,,,
Dnah7b,Dnahc7b,Gm107,,,,,,,,,,,,,,,,,,,,
Slc39a10,2900042E17Rik,5430433I10,Zip10,mKIAA1265,,,,,,,,,,,,,,,,,,
Gm4852,EG227061,,,,,,,,,,,,,,,,,,,,,
Gm553,NA,,,,,,,,,,,,,,,,,,,,,
Nemp2,5330401P04Rik,9830163O08,Tmem194b,,,,,,,,,,,,,,,,,,,
Hibch,2610509I15Rik,HIBYL-COA-H,,,,,,,,,,,,,,,,,,,,
Pms1,NA,,,,,,,,,,,,,,,,,,,,,
Ormdl1,C730042F17Rik,,,,,,,,,,,,,,,,,,,,,
Gm4853,EG227112,,,,,,,,,,,,,,,,,,,,,
Plcl1,C230017K02Rik,PLC-L,PLC-L1,PLCE,PLCL,PLDL1,PRIP,PRIP-1,,,,,,,,,,,,,,
Stradb,AA792893,Als2cr2,B830008M19,D1Ucla2,ILPIP,ILPIPA,PRO1038,Papk,Syradb,,,,,,,,,,,,,
Mpp4,Dlg6,,,,,,,,,,,,,,,,,,,,,
Ino80d,7330405I11,A430093A21Rik,BC010584,,,,,,,,,,,,,,,,,,,
Ndufs1,5830412M15Rik,9930026A05Rik,,,,,,,,,,,,,,,,,,,,
Ccnyl1,9630037P07Rik,AW554339,,,,,,,,,,,,,,,,,,,,
Cps1,4732433M03Rik,CPS,D1Ucla3,,,,,,,,,,,,,,,,,,,
Cxcr1,Il8ra,,,,,,,,,,,,,,,,,,,,,
Gpbar1,BG37,GPCR,GPR131,M-BAR,TGR5,,,,,,,,,,,,,,,,,
Aamp,AU040907,Aamp-rs,,,,,,,,,,,,,,,,,,,,
Ctdsp1,GIP,NLIIF,Nif3,SCP1,,,,,,,,,,,,,,,,,,
Retreg2,Fam134a,,,,,,,,,,,,,,,,,,,,,
Dner,A930026D19Rik,BET,Bret,,,,,,,,,,,,,,,,,,,
Gpr55,CTFL,Gm218,Lpir1,,,,,,,,,,,,,,,,,,,
B3gnt7,C330001H22Rik,beta-3GnT7,,,,,,,,,,,,,,,,,,,,
Gigyf2,2610016F01Rik,A830080H02Rik,AI852361,AW259676,BC006835,Tnrc15,mKIAA0642,,,,,,,,,,,,,,,
Dgkd,AI841987,D330025K09,DGKdelta,dgkd-2,,,,,,,,,,,,,,,,,,
Usp40,B230215L03Rik,C730029K03,,,,,,,,,,,,,,,,,,,,
Espnl,Gm556,,,,,,,,,,,,,,,,,,,,,
Erfe,4832406C22,Fam132b,myonectin,,,,,,,,,,,,,,,,,,,
Farp2,AI465173,BC009153,D030026M03Rik,Fir,mKIAA0793,,,,,,,,,,,,,,,,,
Gm1833,NA,,,,,,,,,,,,,,,,,,,,,
Slco4c1,9530051F04,C330017E21Rik,OATP-H,OATP-M1,OATP4C1,OATPX,PRO2176,SLC21A20,oatp-R,,,,,,,,,,,,,
Ppip5k2,AW555814,Cfap160,D330021B20,Hisppd1,Vip2,mKIAA0433,,,,,,,,,,,,,,,,
2310035C23Rik,6430401N10,Kiaa1468,Relch,mKIAA1468,,,,,,,,,,,,,,,,,,
Zcchc2,9930114B20Rik,AW212015,,,,,,,,,,,,,,,,,,,,
Cdh19,NA,,,,,,,,,,,,,,,,,,,,,
Gm4854,EG227506,,,,,,,,,,,,,,,,,,,,,
Rpp38,C330006A15Rik,,,,,,,,,,,,,,,,,,,,,
Dclre1c,9930121L06Rik,AI661365,Art,Snm1l,,,,,,,,,,,,,,,,,,
Cdnf,9330140G23,Armetl1,,,,,,,,,,,,,,,,,,,,
Camk1d,A630059D12Rik,CKLiK,CaMKIdelta,E030025C11Rik,mCKLiK,,,,,,,,,,,,,,,,,
Proser2,5430407P10Rik,AU067770,,,,,,,,,,,,,,,,,,,,
C1ql3,1110065A22Rik,AI661623,C1ql,C1qtnf13,CTRP13,K100,,,,,,,,,,,,,,,,
Gm13368,NA,,,,,,,,,,,,,,,,,,,,,
Tbpl2,Gm348,Trf3,,,,,,,,,,,,,,,,,,,,
Tor4a,A830007P12Rik,,,,,,,,,,,,,,,,,,,,,
Tubb4b,4930542G03Rik,Tubb2c,Tubb2c1,,,,,,,,,,,,,,,,,,,
Tmem203,C730025P13Rik,Hbebp1,,,,,,,,,,,,,,,,,,,,
Lrrc26,NA,,,,,,,,,,,,,,,,,,,,,
Man1b1,E430019H13Rik,ERMan1,Gm108,MANA-ER,,,,,,,,,,,,,,,,,,
Uap1l1,5730445F03Rik,,,,,,,,,,,,,,,,,,,,,
Paxx,D930050G13Rik,,,,,,,,,,,,,,,,,,,,,
Rabl6,B230208H17Rik,Rbel1,Rbel1a,Rbel1b,parf,,,,,,,,,,,,,,,,,
Obp2a,BC027556,Lcn13,,,,,,,,,,,,,,,,,,,,
Lcn11,Gm109,,,,,,,,,,,,,,,,,,,,,
Sohlh1,Gm110,Nohlh,,,,,,,,,,,,,,,,,,,,
Kcnt1,C030030G16Rik,Slack,Slo2.2,slo2,,,,,,,,,,,,,,,,,,
Camsap1,9530003A05Rik,C77823,PRO2405,,,,,,,,,,,,,,,,,,,
Qsox2,BC030934,Qscn6l1,Soxn,,,,,,,,,,,,,,,,,,,
Snapc4,5730436L13Rik,,,,,,,,,,,,,,,,,,,,,
Sec16a,AU024582,C230052J16Rik,,,,,,,,,,,,,,,,,,,,
Rexo4,Gm111,Rex4,Xpmc2h,,,,,,,,,,,,,,,,,,,
Slc2a6,A330096C23,F630103L12Rik,Glut6,Glut9,,,,,,,,,,,,,,,,,,
Gbgt1,Fgs,Fs,,,,,,,,,,,,,,,,,,,,
Ddx31,5830444G11Rik,Gm997,,,,,,,,,,,,,,,,,,,,
Trub2,G430055L02Rik,,,,,,,,,,,,,,,,,,,,,
Coq4,D2Ertd97e,,,,,,,,,,,,,,,,,,,,,
Zer1,C230075L19Rik,Zyg11bl,,,,,,,,,,,,,,,,,,,,
Spout1,9930028P05,AL033358,CENP-32,D2Wsu81e,,,,,,,,,,,,,,,,,,
Phyhd1,NA,,,,,,,,,,,,,,,,,,,,,
Dolk,BC026973,Tmem15,mKIAA1094,,,,,,,,,,,,,,,,,,,
Nup188,BC025526,U89435,mKIAA0169,,,,,,,,,,,,,,,,,,,
Sh3glb2,SPAS-1,,,,,,,,,,,,,,,,,,,,,
BC005624,NA,,,,,,,,,,,,,,,,,,,,,
Exosc2,Rrp4,,,,,,,,,,,,,,,,,,,,,
Qrfp,P518,,,,,,,,,,,,,,,,,,,,,
Nup214,BC039282,CAN,D2H9S46E,,,,,,,,,,,,,,,,,,,
Plpp7,D830019K17Rik,NET39,Ppapdc3,,,,,,,,,,,,,,,,,,,
Prrc2b,5830434P21Rik,AI173903,Bat2l,Bat2l1,D430039P21,mKIAA0515,,,,,,,,,,,,,,,,
Slc25a25,1110030N17Rik,MCSC,mKIAA1896,,,,,,,,,,,,,,,,,,,
Pip5kl1,BC028795,,,,,,,,,,,,,,,,,,,,,
Cfap157,1700019L03Rik,,,,,,,,,,,,,,,,,,,,,
Fam129b,9130404D14Rik,,,,,,,,,,,,,,,,,,,,,
Lrsam1,NA,,,,,,,,,,,,,,,,,,,,,
Mapkap1,AI591529,D230039K05Rik,Sin1,,,,,,,,,,,,,,,,,,,
Rabepk,8430412M01Rik,9530020D24Rik,AV073337,C87311,Rab9p40,,,,,,,,,,,,,,,,,
Gsn,ADF,,,,,,,,,,,,,,,,,,,,,
Olfr358,GA_x6K02T2NLDC-33697309-33696317,MOR159-4,,,,,,,,,,,,,,,,,,,,
Olfr364-ps1,GA_x6K02T2NLDC-33831282-33832243,MOR138-4P,MOR138-7,Olfr364,,,,,,,,,,,,,,,,,,
Rabgap1,Gapcena,mKIAA4104,,,,,,,,,,,,,,,,,,,,
Dennd1a,6030446I19Rik,connecdenn,,,,,,,,,,,,,,,,,,,,
Gtdc1,E330008O22Rik,,,,,,,,,,,,,,,,,,,,,
Epc2,5830499L14,D2Ertd694e,,,,,,,,,,,,,,,,,,,,
Gm13498,NA,,,,,,,,,,,,,,,,,,,,,
Gm13527,NA,,,,,,,,,,,,,,,,,,,,,
A930012O16Rik,NA,,,,,,,,,,,,,,,,,,,,,
Cytip,A130053M09Rik,AI462064,C80816,Cbp,Cybr,Pscdbp,,,,,,,,,,,,,,,,
Ccdc148,5830402J09,,,,,,,,,,,,,,,,,,,,,
Pkp4,5031422I09Rik,9430019K17Rik,Armrp,p0071,,,,,,,,,,,,,,,,,,
Gca,5133401E04Rik,AI573844,,,,,,,,,,,,,,,,,,,,
Gm13607,NA,,,,,,,,,,,,,,,,,,,,,
4933409G03Rik,NA,,,,,,,,,,,,,,,,,,,,,
Klhl41,Gm112,Kbtbd10,SARCOSIN,,,,,,,,,,,,,,,,,,,
Ppig,AU019516,AU022200,B230312B02Rik,CYP,SRCyp,,,,,,,,,,,,,,,,,
Tlk1,4930545J15Rik,,,,,,,,,,,,,,,,,,,,,
Mettl8,BC004636,Tip,,,,,,,,,,,,,,,,,,,,
Gm17250,Gm559,,,,,,,,,,,,,,,,,,,,,
Pdk1,B830012B01,D530020C15Rik,,,,,,,,,,,,,,,,,,,,
Atp5g3,6030447M23,,,,,,,,,,,,,,,,,,,,,
A630050E04Rik,Gm557,,,,,,,,,,,,,,,,,,,,,
Agps,5832437L22,9930035G10Rik,AW123847,Adaps,Adas,Adhaps,Adps,Aldhpsy,bs2,,,,,,,,,,,,,
Sestd1,1500031J16Rik,A930010O20,Solo/Trio8,,,,,,,,,,,,,,,,,,,
Cerkl,Gm1958,Rp26,,,,,,,,,,,,,,,,,,,,
A130030D18Rik,Gm558,,,,,,,,,,,,,,,,,,,,,
Zdhhc5,1110032A17Rik,AI451382,Zisp,,,,,,,,,,,,,,,,,,,
P2rx3,4930513E20Rik,P2X3,,,,,,,,,,,,,,,,,,,,
Tnks1bp1,Tab182,mKIAA1741,,,,,,,,,,,,,,,,,,,,
4833423E24Rik,Fads2p1,Gm113,,,,,,,,,,,,,,,,,,,,
Olfr1102,MOR179-4,,,,,,,,,,,,,,,,,,,,,
Gm13730,NA,,,,,,,,,,,,,,,,,,,,,
Madd,9630059K23Rik,IG20,,,,,,,,,,,,,,,,,,,,
1110051M20Rik,AI586322,,,,,,,,,,,,,,,,,,,,,
Lrp4,6430526J12Rik,D230026E03,Megf7,mdig,,,,,,,,,,,,,,,,,,
Arhgap1,B230365D05Rik,C76222,Cdc42GAP,p50rhoGAP,,,,,,,,,,,,,,,,,,
Ambra1,2310079H06Rik,A130023A14,AA474864,AV021921,D030051N19Rik,mKIAA1736,,,,,,,,,,,,,,,,
Large2,5730485C17Rik,AI891893,Gyltl1b,Largel,mKIAA4105,,,,,,,,,,,,,,,,,
Slc35c1,E430007K15Rik,fuct1,,,,,,,,,,,,,,,,,,,,
Cstf3,4732468G05Rik,C79532,CstF-77,,,,,,,,,,,,,,,,,,,
Prrg4,9930111I18Rik,TMG4,,,,,,,,,,,,,,,,,,,,
Kif18a,AU024633,B130001M12Rik,gcd2,,,,,,,,,,,,,,,,,,,
Ano3,AI838058,B230324K02Rik,Tmem16c,,,,,,,,,,,,,,,,,,,
Olfr1283,GA_x6K02T2Q125-72420217-72421134,MOR248-19,,,,,,,,,,,,,,,,,,,,
Arhgap11a,6530401L14Rik,mKIAA0013,,,,,,,,,,,,,,,,,,,,
Zfp770,6430601A21Rik,Znf770,,,,,,,,,,,,,,,,,,,,
Bahd1,AL022997,AW541238,Gm117,mKIAA0945,,,,,,,,,,,,,,,,,,
Rhov,A030005A06Rik,Arhv,,,,,,,,,,,,,,,,,,,,
Vps18,9930024E13Rik,,,,,,,,,,,,,,,,,,,,,
Itpka,NA,,,,,,,,,,,,,,,,,,,,,
Frmd5,1500032A09Rik,A930004K21Rik,R75430,,,,,,,,,,,,,,,,,,,
Mall,BC012256,BENE,,,,,,,,,,,,,,,,,,,,
F830045P16Rik,Sirpb3,,,,,,,,,,,,,,,,,,,,,
Ebf4,Ebf3,O/E-4,Olf-1,,,,,,,,,,,,,,,,,,,
4930402H24Rik,2810487F15Rik,AI413763,C78926,,,,,,,,,,,,,,,,,,,
Mavs,D430028G21Rik,IPS-1,Visa,cardif,,,,,,,,,,,,,,,,,,
Smox,B130066H01Rik,PAO,PAOh1,SMO,,,,,,,,,,,,,,,,,,
Paral1,A530021K05,,,,,,,,,,,,,,,,,,,,,
Btbd3,mKIAA0952,,,,,,,,,,,,,,,,,,,,,
Sptlc3,C130053K05Rik,,,,,,,,,,,,,,,,,,,,,
Sel1l2,Gm118,,,,,,,,,,,,,,,,,,,,,
Kat14,2510008M08Rik,ATAC2,AU023459,Csrp2bp,D2Ertd473e,D2Wsu131e,E430020F17,,,,,,,,,,,,,,,
Smim26,Gm561,,,,,,,,,,,,,,,,,,,,,
Kiz,Gm114,Ncrna00153,Plk1s1,,,,,,,,,,,,,,,,,,,
Nkx2-4,1700001P03Rik,Nkx-2.4,tinman,,,,,,,,,,,,,,,,,,,
Cstl1,RCET1,RCET2,RCET3,,,,,,,,,,,,,,,,,,,
Sdcbp2,NA,,,,,,,,,,,,,,,,,,,,,
Tmem74bos,NA,,,,,,,,,,,,,,,,,,,,,
Psmf1,AW048666,BC012260,PI31,,,,,,,,,,,,,,,,,,,
Rspo4,A730099F22,A930029K19Rik,,,,,,,,,,,,,,,,,,,,
Trib3,Ifld2,Nipk,SINK,SKIP3,TRB-3,Trb3,,,,,,,,,,,,,,,,
Nrsn2,Gm123,Neurensin-2,,,,,,,,,,,,,,,,,,,,
6820408C15Rik,NA,,,,,,,,,,,,,,,,,,,,,
Mylk2,9830004H17Rik,BB138278,,,,,,,,,,,,,,,,,,,,
Xkr7,AY534253,,,,,,,,,,,,,,,,,,,,,
Ccm2l,NA,,,,,,,,,,,,,,,,,,,,,
Asxl1,mKIAA0978,,,,,,,,,,,,,,,,,,,,,
Dnmt3bos,7530422B04Rik,Gm563,,,,,,,,,,,,,,,,,,,,
Bpifb6,Bpil3,Gm119,Lplunc6,,,,,,,,,,,,,,,,,,,
Bpifb1,Lplunc1,,,,,,,,,,,,,,,,,,,,,
Bpifb5,Lplunc5,,,,,,,,,,,,,,,,,,,,,
Zfp341,Znf341,,,,,,,,,,,,,,,,,,,,,
Pigu,5430426F17Rik,BC028278,Cdc91l1,,,,,,,,,,,,,,,,,,,
Phf20,6820402O20Rik,,,,,,,,,,,,,,,,,,,,,
Dlgap4,AI225853,BC024558,DAP-4,DAP4,SAPAP-4,Sapap4,WBP16,,,,,,,,,,,,,,,
Tgif2,4921501K24,5730599O09Rik,C80753,C81206,,,,,,,,,,,,,,,,,,
D630003M21Rik,NA,,,,,,,,,,,,,,,,,,,,,
Ralgapb,AI507211,B230339M05Rik,p170,,,,,,,,,,,,,,,,,,,
Ppp1r16b,ANKRD4,C130078N17Rik,TIMAP,Wdt4,,,,,,,,,,,,,,,,,,
Gdap1l1,Gdap1l,,,,,,,,,,,,,,,,,,,,,
Fitm2,AI414861,D930001I22Rik,Fit2,,,,,,,,,,,,,,,,,,,
Pcif1,2310022K11Rik,C20orf67,F730014I05Rik,,,,,,,,,,,,,,,,,,,
Ncoa5,CIA,,,,,,,,,,,,,,,,,,,,,
Slc35c2,C85957,CGI-15,D2Wsu58e,Ovcov1,,,,,,,,,,,,,,,,,,
Zfp334,D2Ertd535e,,,,,,,,,,,,,,,,,,,,,
Zmynd8,1110013E22Rik,2010005I16Rik,3632413B07Rik,AI316811,AL024039,Prkcbp1,RACK7,,,,,,,,,,,,,,,
Ddx27,C86129,,,,,,,,,,,,,,,,,,,,,
Tshz2,2900073F20Rik,B830045G17,Mtsh2,Sdccag33l,Tsh2,Zfp218,mKIAA4248,teashirt2,,,,,,,,,,,,,,
Zfp217,4933431C08Rik,AW987152,Gm562,ZABC1,Znf217,,,,,,,,,,,,,,,,,
Gm14269,NA,,,,,,,,,,,,,,,,,,,,,
Cbln4,AI848962,,,,,,,,,,,,,,,,,,,,,
Stx16,4930401D03,5430410K23Rik,6330500A18Rik,AI648908,AW553605,Syn16,,,,,,,,,,,,,,,,
Npepl1,BC023239,C85514,mKIAA1974,,,,,,,,,,,,,,,,,,,
Ppp1r3d,2610024M03Rik,Gm359,,,,,,,,,,,,,,,,,,,,
Taf4,135kDa,AI450312,TAFII130,TAFII135,Taf2c1,Taf4a,,,,,,,,,,,,,,,,
Osbpl2,C130070J12Rik,ORP-2,Orp2,mKIAA0772,,,,,,,,,,,,,,,,,,
Slc17a9,1700019H03Rik,BC019537,Vnut,,,,,,,,,,,,,,,,,,,
Ythdf1,2210410K23Rik,8030473O16,,,,,,,,,,,,,,,,,,,,
Arfgap1,AI115377,Arf1gap,,,,,,,,,,,,,,,,,,,,
Helz2,PDIP1,Pric285,mKIAA1769,mPDIP1,,,,,,,,,,,,,,,,,,
Gmeb2,AI839884,,,,,,,,,,,,,,,,,,,,,
Zgpat,1500006I01Rik,BC021513,,,,,,,,,,,,,,,,,,,,
Samd10,D930033N23Rik,E130318E08,,,,,,,,,,,,,,,,,,,,
Zbtb10,4832414A18,AU021107,RINZF,,,,,,,,,,,,,,,,,,,
Ythdf3,9130022A11Rik,,,,,,,,,,,,,,,,,,,,,
Gm4855,EG229152,,,,,,,,,,,,,,,,,,,,,
Acad9,2600017P15Rik,4732402K02,C630012L17Rik,NPD002,,,,,,,,,,,,,,,,,,
Qrfpr,AQ27,Gpr103,SP9155,,,,,,,,,,,,,,,,,,,
4932438A13Rik,4732443H21,B830039D19Rik,D630029K19Rik,FSA,Kiaa1109,Tweek,,,,,,,,,,,,,,,,
Nudt6,Asfgf2b,,,,,,,,,,,,,,,,,,,,,
Stoml3,Epb7.2l,SLP3,sro,,,,,,,,,,,,,,,,,,,
Hnrnpa3,2410013L13Rik,2610209F03Rik,2610510D13Rik,Hnrpa3,,,,,,,,,,,,,,,,,,
Spg20,AI840044,C79168,SPARTIN,Spart,TAHCCP1,mKIAA0610,,,,,,,,,,,,,,,,
Tm4sf4,Iltmp,,,,,,,,,,,,,,,,,,,,,
Eif2a,D030048D22,D3Ertd194e,,,,,,,,,,,,,,,,,,,,
Clrn1,A130002D11Rik,USH3,Ush3a,clarin-1,,,,,,,,,,,,,,,,,,
Gpr171,A630006E05,F730001G15Rik,H963,,,,,,,,,,,,,,,,,,,
Gm4856,EG229330,,,,,,,,,,,,,,,,,,,,,
C130079G13Rik,NA,,,,,,,,,,,,,,,,,,,,,
Gpr149,9630018L10Rik,Ieda,PGR10,R35,,,,,,,,,,,,,,,,,,
Gmps,670032,AA591640,AI047208,Gm9479,,,,,,,,,,,,,,,,,,
Otol1,Gm414,,,,,,,,,,,,,,,,,,,,,
Gm4857,EG229443,,,,,,,,,,,,,,,,,,,,,
Ctso,A330105D01Rik,AI118514,,,,,,,,,,,,,,,,,,,,
Tmem131l,D930015E06Rik,Kiaa0922,mKIAA0922,,,,,,,,,,,,,,,,,,,
Fhdc1,6330505N24Rik,Gm126,,,,,,,,,,,,,,,,,,,,
Gatb,9430026F02Rik,Pet112,Pet112l,,,,,,,,,,,,,,,,,,,
Fam160a1,9930021J17Rik,,,,,,,,,,,,,,,,,,,,,
Fcrl1,A230020G22Rik,Bxmas1,Bxmh1,Bxmh1b,Fcrh1,Fcrh1l,Fcrh1s,Ifgp1,,,,,,,,,,,,,,
Rrnad1,NA,,,,,,,,,,,,,,,,,,,,,
Isg20l2,4930429N24,C80587,,,,,,,,,,,,,,,,,,,,
Smg5,BC024683,mKIAA1089,,,,,,,,,,,,,,,,,,,,
Slc25a44,6720482A19,B430110G05Rik,,,,,,,,,,,,,,,,,,,,
Syt11,1500004A13Rik,3632445O20Rik,5430404N14Rik,6530420C11Rik,AI851970,,,,,,,,,,,,,,,,,
Msto1,BC008103,mst,,,,,,,,,,,,,,,,,,,,
Pbxip1,4732463H20Rik,,,,,,,,,,,,,,,,,,,,,
Dennd4b,NA,,,,,,,,,,,,,,,,,,,,,
Gatad2b,AL118180,C430014D17Rik,P66beta,mKIAA1150,,,,,,,,,,,,,,,,,,
Ints3,C77668,,,,,,,,,,,,,,,,,,,,,
9130204L05Rik,Gm127,,,,,,,,,,,,,,,,,,,,,
Sprr4,NA,,,,,,,,,,,,,,,,,,,,,
Gm4858,EG229571,,,,,,,,,,,,,,,,,,,,,
Flg2,EG229574,,,,,,,,,,,,,,,,,,,,,
Pogz,9530006B08Rik,,,,,,,,,,,,,,,,,,,,,
Gm128,Ment,pmis1,,,,,,,,,,,,,,,,,,,,
Prune1,9230112O05Rik,C130058A12,DRES-17,HTCD37,PRUNEM1,Prune,Prune-M1,,,,,,,,,,,,,,,
Golph3l,2010204I15Rik,AU015439,AW549227,C77637,Gpp34r,,,,,,,,,,,,,,,,,
Adamtsl4,ADAMTSL-4,Tsrc1,,,,,,,,,,,,,,,,,,,,
Ciart,Chrono,Gm129,,,,,,,,,,,,,,,,,,,,
BC028528,L259,,,,,,,,,,,,,,,,,,,,,
Otud7b,2900060B22Rik,4930463P07Rik,AI462125,CEZANNE,Trabid2,Za20d1,,,,,,,,,,,,,,,,
6330549D23Rik,NA,,,,,,,,,,,,,,,,,,,,,
Pias3,Pias3l,,,,,,,,,,,,,,,,,,,,,
Trim45,4921530N01Rik,,,,,,,,,,,,,,,,,,,,,
Vangl1,Kitenin,Lpp2,Stb2,Stbm,,,,,,,,,,,,,,,,,,
Csde1,AA960392,BC016898,D3Jfr1,mKIAA0885,unr,,,,,,,,,,,,,,,,,
Ampd1,AI553520,Ampd-1,,,,,,,,,,,,,,,,,,,,
Bcl2l15,Bfk,Gm566,,,,,,,,,,,,,,,,,,,,
Rsbn1,C230004D03Rik,E330004N01,KDM9,Rosbin,Rsbn,Rsbp,mKIAA3002,,,,,,,,,,,,,,,
St7l,St7r,,,,,,,,,,,,,,,,,,,,,
Chil5,Bclp,Bclp1,Bclp2,Chi3l7,,,,,,,,,,,,,,,,,,
Chil6,BYm,Chil8,,,,,,,,,,,,,,,,,,,,
AI504432,A230102G19,,,,,,,,,,,,,,,,,,,,,
Cym,Gm131,,,,,,,,,,,,,,,,,,,,,
Slc16a4,AW146050,MCT,,,,,,,,,,,,,,,,,,,,
Rbm15,C230088J01Rik,mKIAA1438,,,,,,,,,,,,,,,,,,,,
Slc6a17,D130012J15Rik,Ntt4,,,,,,,,,,,,,,,,,,,,
Strip1,6330569M22Rik,6530401O14Rik,Fam40a,,,,,,,,,,,,,,,,,,,
Ahcyl1,1110034F20Rik,AA409031,AA414901,Ahcy-rs3,DCAL,Irbit,,,,,,,,,,,,,,,,
Gpr61,NA,,,,,,,,,,,,,,,,,,,,,
Amigo1,Amigo,ali2,,,,,,,,,,,,,,,,,,,,
5330417C22Rik,BB183350,,,,,,,,,,,,,,,,,,,,,
Clcc1,Mclc,,,,,,,,,,,,,,,,,,,,,
Slc25a24,2610016M12Rik,,,,,,,,,,,,,,,,,,,,,
Gm4859,EG229746,,,,,,,,,,,,,,,,,,,,,
